t[s],Converged,Pload,P7 (csv),Unresp (opf),P7 (rpf),Resp (opf),GLD Pub,BID?,P7 Min,V7,LMP_P7,LMP_Q7,Pgen1,Pgen2,Pgen3,Pgen4,Pdisp,Deg,c2,c1
2460,True,339.738,98.845,0.000,126.387,-0.000,27.542,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2475,True,339.738,98.845,0.000,126.387,-0.000,27.542,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2490,True,339.738,98.845,0.000,126.387,-0.000,27.542,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2505,True,339.738,98.845,0.000,126.387,-0.000,27.542,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2520,True,339.738,98.845,0.000,126.387,-0.000,27.542,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2535,True,339.738,98.845,0.000,126.387,-0.000,27.542,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2550,True,339.733,98.845,0.000,126.382,-0.000,27.537,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2565,True,339.733,98.845,0.000,126.382,-0.000,27.537,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2580,True,339.733,98.845,0.000,126.382,-0.000,27.537,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2595,True,339.733,98.845,0.000,126.382,-0.000,27.537,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2610,True,339.733,98.845,0.000,126.382,-0.000,27.537,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2625,True,339.733,98.845,0.000,126.382,-0.000,27.537,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2640,True,339.733,98.845,0.000,126.382,-0.000,27.537,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2655,True,339.733,98.845,0.000,126.382,-0.000,27.537,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2670,True,339.733,98.845,0.000,126.382,-0.000,27.537,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2685,True,337.769,98.895,0.000,126.432,-0.000,27.537,False,0.000,0.980,14.920,0.000,227.00,74.70,40.66,0.00,0.00,0.0000,999.00000000,0.00000000
2700,True,337.099,98.895,0.000,125.762,-0.000,26.867,False,0.000,0.980,14.920,0.000,227.00,74.02,40.66,0.00,0.00,0.0000,999.00000000,0.00000000
2715,True,338.404,98.895,0.000,127.067,-0.000,28.172,False,0.000,0.980,14.920,0.000,227.00,75.34,40.66,0.00,0.00,0.0000,999.00000000,0.00000000
2730,True,338.400,98.895,0.000,127.063,-0.000,28.168,False,0.000,0.980,14.920,0.000,227.00,75.34,40.66,0.00,0.00,0.0000,999.00000000,0.00000000
2745,True,338.400,98.895,0.000,127.063,-0.000,28.168,False,0.000,0.980,14.920,0.000,227.00,75.34,40.66,0.00,0.00,0.0000,999.00000000,0.00000000
